Date,Close
,AAPL
2022-01-03,178.8799285888672
2022-01-04,176.60964965820312
2022-01-05,171.9118194580078
2022-01-06,169.0420684814453
2022-01-07,169.20916748046875
2022-01-10,169.2288055419922
2022-01-11,172.069091796875
2022-01-12,172.5113525390625
2022-01-13,169.2288055419922
2022-01-14,170.09365844726562
2022-01-18,166.87991333007812
2022-01-19,163.37124633789062
2022-01-20,161.6808319091797
2022-01-21,159.6169891357422
2022-01-24,158.840576171875
2022-01-25,157.03224182128906
2022-01-26,156.94378662109375
2022-01-27,156.4818572998047
2022-01-28,167.40078735351562
2022-01-31,171.77427673339844
2022-02-01,171.60716247558594
2022-02-02,172.81605529785156
2022-02-03,169.92662048339844
2022-02-04,169.6411895751953
2022-02-07,168.9228515625
2022-02-08,172.0422821044922
2022-02-09,173.46917724609375
2022-02-10,169.37550354003906
2022-02-11,165.95098876953125
2022-02-14,166.18719482421875
2022-02-15,170.0348358154297
2022-02-16,169.7986602783203
2022-02-17,166.18719482421875
2022-02-18,164.63235473632812
2022-02-22,161.69992065429688
2022-02-23,157.5177001953125
2022-02-24,160.1450958251953
2022-02-25,162.22145080566406
2022-02-28,162.4871368408203
2022-03-01,160.5977325439453
2022-03-02,163.9041748046875
2022-03-03,163.57940673828125
2022-03-04,160.5682373046875
2022-03-07,156.7599334716797
2022-03-08,154.92958068847656
2022-03-09,160.35171508789062
2022-03-10,155.9923858642578
2022-03-11,152.2628173828125
2022-03-14,148.2183380126953
2022-03-15,152.61705017089844
2022-03-16,157.04530334472656
2022-03-17,158.0588836669922
2022-03-18,161.36534118652344
2022-03-21,162.7429962158203
2022-03-22,166.12815856933594
2022-03-23,167.49598693847656
2022-03-24,171.29443359375
2022-03-25,171.93405151367188
2022-03-28,172.80003356933594
2022-03-29,176.1064453125
2022-03-30,174.9354248046875
2022-03-31,171.8258056640625
2022-04-01,171.53060913085938
2022-04-04,175.5947723388672
2022-04-05,172.26864624023438
2022-04-06,169.0901336669922
2022-04-07,169.3951873779297
2022-04-08,167.37791442871094
2022-04-11,163.10708618164062
2022-04-12,164.9866180419922
2022-04-13,167.6829376220703
2022-04-14,162.6544189453125
2022-04-18,162.4379425048828
2022-04-19,164.73077392578125
2022-04-20,164.56349182128906
2022-04-21,163.7664031982422
2022-04-22,159.210205078125
2022-04-25,160.2828369140625
2022-04-26,154.29977416992188
2022-04-27,154.07345581054688
2022-04-28,161.03073120117188
2022-04-29,155.13623046875
2022-05-02,155.44129943847656
2022-05-03,156.93704223632812
2022-05-04,163.3727569580078
2022-05-05,154.27024841308594
2022-05-06,154.99954223632812
2022-05-09,149.85520935058594
2022-05-10,152.2696990966797
2022-05-11,144.37583923339844
2022-05-12,140.49298095703125
2022-05-13,144.9770050048828
2022-05-16,143.42974853515625
2022-05-17,147.07611083984375
2022-05-18,138.77821350097656
2022-05-19,135.3585205078125
2022-05-20,135.59503173828125
2022-05-23,141.03501892089844
2022-05-24,138.3248748779297
2022-05-25,138.4825897216797
2022-05-26,141.69529724121094
2022-05-27,147.47030639648438
2022-05-31,146.68190002441406
2022-06-01,146.55381774902344
2022-06-02,149.01756286621094
2022-06-03,143.27207946777344
2022-06-06,144.0210723876953
2022-06-07,146.55381774902344
2022-06-08,145.81468200683594
2022-06-09,140.5718231201172
2022-06-10,135.14175415039062
2022-06-13,129.96783447265625
2022-06-14,130.83506774902344
2022-06-15,133.4663543701172
2022-06-16,128.1742401123047
2022-06-17,129.65249633789062
2022-06-21,133.8999786376953
2022-06-22,133.3875274658203
2022-06-23,136.2651824951172
2022-06-24,139.6060333251953
2022-06-27,139.6060333251953
2022-06-28,135.4472198486328
2022-06-29,137.21127319335938
2022-06-30,134.73765563964844
2022-07-01,136.91558837890625
2022-07-05,139.50746154785156
2022-07-06,140.84776306152344
2022-07-07,144.22801208496094
2022-07-08,144.9080352783203
2022-07-11,142.76950073242188
2022-07-12,143.7451171875
2022-07-13,143.38052368164062
2022-07-14,146.3173065185547
2022-07-15,147.99264526367188
2022-07-18,144.93756103515625
2022-07-19,148.8106231689453
2022-07-20,150.8209991455078
2022-07-21,153.09751892089844
2022-07-22,151.85580444335938
2022-07-25,150.73233032226562
2022-07-26,149.40191650390625
2022-07-27,154.51661682128906
2022-07-28,155.0685272216797
2022-07-29,160.15370178222656
2022-08-01,159.168212890625
2022-08-02,157.68992614746094
2022-08-03,163.7212371826172
2022-08-04,163.4058380126953
2022-08-05,163.1789093017578
2022-08-08,162.70518493652344
2022-08-09,162.75453186035156
2022-08-10,167.017822265625
2022-08-11,166.27767944335938
2022-08-12,169.84027099609375
2022-08-15,170.91595458984375
2022-08-16,170.75804138183594
2022-08-17,172.25808715820312
2022-08-18,171.86331176757812
2022-08-19,169.26788330078125
2022-08-22,165.36976623535156
2022-08-23,165.03421020507812
2022-08-24,165.33026123046875
2022-08-25,167.79742431640625
2022-08-26,161.47157287597656
2022-08-29,159.26100158691406
2022-08-30,156.82345581054688
2022-08-31,155.15562438964844
2022-09-01,155.8859405517578
2022-09-02,153.76412963867188
2022-09-06,152.50094604492188
2022-09-07,153.9121856689453
2022-09-08,152.43186950683594
2022-09-09,155.3036651611328
2022-09-12,161.2841033935547
2022-09-13,151.8199920654297
2022-09-14,153.2707061767578
2022-09-15,150.36932373046875
2022-09-16,148.7212371826172
2022-09-19,152.45159912109375
2022-09-20,154.83982849121094
2022-09-21,151.7015838623047
2022-09-22,150.7344512939453
2022-09-23,148.45480346679688
2022-09-26,148.79031372070312
2022-09-27,149.76731872558594
2022-09-28,147.8725128173828
2022-09-29,140.6091766357422
2022-09-30,136.38539123535156
2022-10-03,140.57957458496094
2022-10-04,144.18162536621094
2022-10-05,144.4777069091797
2022-10-06,143.5204315185547
2022-10-07,138.25054931640625
2022-10-10,138.57623291015625
2022-10-11,137.15513610839844
2022-10-12,136.5235595703125
2022-10-13,141.1125030517578
2022-10-14,136.56301879882812
2022-10-17,140.5400848388672
2022-10-18,141.86248779296875
2022-10-19,141.97105407714844
2022-10-20,141.50721740722656
2022-10-21,145.33628845214844
2022-10-24,147.4876708984375
2022-10-25,150.33970642089844
2022-10-26,147.3889617919922
2022-10-27,142.89869689941406
2022-10-28,153.69505310058594
2022-10-31,151.3265838623047
2022-11-01,148.67189025878906
2022-11-02,143.1256866455078
2022-11-03,137.05645751953125
2022-11-04,136.78956604003906
2022-11-07,137.32334899902344
2022-11-08,137.8966827392578
2022-11-09,133.3199005126953
2022-11-10,145.18199157714844
2022-11-11,147.9794464111328
2022-11-14,146.5757598876953
2022-11-15,148.3155517578125
2022-11-16,147.07989501953125
2022-11-17,148.9877166748047
2022-11-18,149.55116271972656
2022-11-21,146.30886840820312
2022-11-22,148.4539337158203
2022-11-23,149.33370971679688
2022-11-25,146.40774536132812
2022-11-28,142.56243896484375
2022-11-29,139.5474853515625
2022-11-30,146.32864379882812
2022-12-01,146.6054229736328
2022-12-02,146.11117553710938
2022-12-05,144.9447479248047
2022-12-06,141.26748657226562
2022-12-07,139.3201446533203
2022-12-08,141.01046752929688
2022-12-09,140.52610778808594
2022-12-12,142.829345703125
2022-12-13,143.7980499267578
2022-12-14,141.56402587890625
2022-12-15,134.93113708496094
2022-12-16,132.9640350341797
2022-12-19,130.84861755371094
2022-12-20,130.77943420410156
2022-12-21,133.89321899414062
2022-12-22,130.71026611328125
2022-12-23,130.344482421875
2022-12-27,128.5355224609375
2022-12-28,124.59138488769531
2022-12-29,128.12034606933594
2022-12-30,128.43666076660156
2023-01-03,123.63253784179688
2023-01-04,124.90770721435547
2023-01-05,123.58311462402344
2023-01-06,128.13023376464844
2023-01-09,128.65414428710938
2023-01-10,129.2274627685547
2023-01-11,131.95578002929688
2023-01-12,131.87667846679688
2023-01-13,133.21116638183594
2023-01-17,134.37759399414062
2023-01-18,133.65599060058594
2023-01-19,133.71531677246094
2023-01-20,136.28543090820312
2023-01-23,139.48817443847656
2023-01-24,140.89186096191406
2023-01-25,140.2295684814453
2023-01-26,142.30540466308594
2023-01-27,144.2527618408203
2023-01-30,141.35643005371094
2023-01-31,142.63162231445312
2023-02-01,143.75851440429688
2023-02-02,149.0865936279297
2023-02-03,152.7242889404297
2023-02-06,149.98609924316406
2023-02-07,152.87257385253906
2023-02-08,150.17391967773438
2023-02-09,149.135986328125
2023-02-10,149.50230407714844
2023-02-13,152.31396484375
2023-02-14,151.6704559326172
2023-02-15,153.77919006347656
2023-02-16,152.17535400390625
2023-02-17,151.02694702148438
2023-02-21,146.99754333496094
2023-02-22,147.4232635498047
2023-02-23,147.9083709716797
2023-02-24,145.24522399902344
2023-02-27,146.4431610107422
2023-02-28,145.93826293945312
2023-03-01,143.8592071533203
2023-03-02,144.45321655273438
2023-03-03,149.5220947265625
2023-03-06,152.2941436767578
2023-03-07,150.08641052246094
2023-03-08,151.34371948242188
2023-03-09,149.0865020751953
2023-03-10,147.01734924316406
2023-03-13,148.9677276611328
2023-03-14,151.06654357910156
2023-03-15,151.46253967285156
2023-03-16,154.29397583007812
2023-03-17,153.45249938964844
2023-03-20,155.82850646972656
2023-03-21,157.68972778320312
2023-03-22,156.25421142578125
2023-03-23,157.3432159423828
2023-03-24,158.65005493164062
2023-03-27,156.69972229003906
2023-03-28,156.07601928710938
2023-03-29,159.16485595703125
2023-03-30,160.73898315429688
2023-03-31,163.25363159179688
2023-04-03,164.5109405517578
2023-04-04,163.9763641357422
2023-04-05,162.12501525878906
2023-04-06,163.0160369873047
2023-04-10,160.41229248046875
2023-04-11,159.19456481933594
2023-04-12,158.50157165527344
2023-04-13,163.90704345703125
2023-04-14,163.560546875
2023-04-17,163.58030700683594
2023-04-18,164.80795288085938
2023-04-19,165.95639038085938
2023-04-20,164.9861602783203
2023-04-21,163.37242126464844
2023-04-24,163.67935180664062
2023-04-25,162.13490295410156
2023-04-26,162.12501525878906
2023-04-27,166.72857666015625
2023-04-28,167.9859161376953
2023-05-01,167.8968048095703
2023-05-02,166.85728454589844
2023-05-03,165.77818298339844
2023-05-04,164.13473510742188
2023-05-05,171.83706665039062
2023-05-08,171.76776123046875
2023-05-09,170.05503845214844
2023-05-10,171.82716369628906
2023-05-11,172.01527404785156
2023-05-12,171.0833740234375
2023-05-15,170.58767700195312
2023-05-16,170.58767700195312
2023-05-17,171.20233154296875
2023-05-18,173.54202270507812
2023-05-19,173.65106201171875
2023-05-22,172.6993408203125
2023-05-23,170.08206176757812
2023-05-24,170.3596649169922
2023-05-25,171.49977111816406
2023-05-26,173.91871643066406
2023-05-30,175.77261352539062
2023-05-31,175.72305297851562
2023-06-01,178.53858947753906
2023-06-02,179.3911590576172
2023-06-05,178.03297424316406
2023-06-06,177.66616821289062
2023-06-07,176.28814697265625
2023-06-08,179.0144500732422
2023-06-09,179.40110778808594
2023-06-12,182.20669555664062
2023-06-13,181.7308349609375
2023-06-14,182.36532592773438
2023-06-15,184.40757751464844
2023-06-16,183.3269500732422
2023-06-20,183.41619873046875
2023-06-21,182.37525939941406
2023-06-22,185.38905334472656
2023-06-23,185.07179260253906
2023-06-26,183.6739501953125
2023-06-27,186.43991088867188
2023-06-28,187.6196746826172
2023-06-29,187.95672607421875
2023-06-30,192.2990264892578
2023-07-03,190.80201721191406
2023-07-05,189.6817626953125
2023-07-06,190.15760803222656
2023-07-07,189.03733825683594
2023-07-10,186.98521423339844
2023-07-11,186.4597625732422
2023-07-12,188.13519287109375
2023-07-13,188.8985595703125
2023-07-14,189.04727172851562
2023-07-17,192.31883239746094
2023-07-18,192.0610809326172
2023-07-19,193.41929626464844
2023-07-20,191.46624755859375
2023-07-21,190.28651428222656
2023-07-24,191.08950805664062
2023-07-25,191.9520263671875
2023-07-26,192.82444763183594
2023-07-27,191.55548095703125
2023-07-28,194.14300537109375
2023-07-31,194.75762939453125
2023-08-01,193.9248809814453
2023-08-02,190.92098999023438
2023-08-03,189.5231170654297
2023-08-04,180.4222412109375
2023-08-07,177.3092803955078
2023-08-08,178.25106811523438
2023-08-09,176.65493774414062
2023-08-10,176.43682861328125
2023-08-11,176.49639892578125
2023-08-14,178.15428161621094
2023-08-15,176.1588897705078
2023-08-16,175.28530883789062
2023-08-17,172.73399353027344
2023-08-18,173.22044372558594
2023-08-21,174.5605926513672
2023-08-22,175.9405059814453
2023-08-23,179.80218505859375
2023-08-24,175.0966796875
2023-08-25,177.31045532226562
2023-08-28,178.87896728515625
2023-08-29,182.7803497314453
2023-08-30,186.28466796875
2023-08-31,186.50306701660156
2023-09-01,188.08151245117188
2023-09-05,188.31976318359375
2023-09-06,181.5791778564453
2023-09-07,176.26808166503906
2023-09-08,176.88356018066406
2023-09-11,178.05496215820312
2023-09-12,175.01727294921875
2023-09-13,172.9424591064453
2023-09-14,174.46133422851562
2023-09-15,173.7366485595703
2023-09-18,176.6750946044922
2023-09-19,177.76708984375
2023-09-20,174.21316528320312
2023-09-21,172.6644744873047
2023-09-22,173.51821899414062
2023-09-25,174.79884338378906
2023-09-26,170.70883178710938
2023-09-27,169.18995666503906
2023-09-28,169.44805908203125
2023-09-29,169.9642791748047
2023-10-02,172.48580932617188
2023-10-03,171.14561462402344
2023-10-04,172.39645385742188
2023-10-05,173.63739013671875
2023-10-06,176.1986083984375
2023-10-09,177.68768310546875
2023-10-10,177.092041015625
2023-10-11,178.49179077148438
2023-10-12,179.3951873779297
2023-10-13,177.5487060546875
2023-10-16,177.4196319580078
2023-10-17,175.86106872558594
2023-10-18,174.5605926513672
2023-10-19,174.18336486816406
2023-10-20,171.6221466064453
2023-10-23,171.7412567138672
2023-10-24,172.17803955078125
2023-10-25,169.85508728027344
2023-10-26,165.6757049560547
2023-10-27,166.9960479736328
2023-10-30,169.0509796142578
2023-10-31,169.52749633789062
2023-11-01,172.70420837402344
2023-11-02,176.2780303955078
2023-11-03,175.3647003173828
2023-11-06,177.9259490966797
2023-11-07,180.49710083007812
2023-11-08,181.55929565429688
2023-11-09,181.08282470703125
2023-11-10,185.28756713867188
2023-11-13,183.69711303710938
2023-11-14,186.32135009765625
2023-11-15,186.887939453125
2023-11-16,188.5778045654297
2023-11-17,188.5579376220703
2023-11-20,190.3074188232422
2023-11-21,189.5022430419922
2023-11-22,190.16822814941406
2023-11-24,188.83624267578125
2023-11-27,188.65731811523438
2023-11-28,189.263671875
2023-11-29,188.2398223876953
